join_id,magnitude,direction,UVDAMS,z-coordinate
35_2,999.999023,999.999023,999.999023,999.999023
36_2,999.999023,999.999023,999.999023,999.999023
37_2,999.999023,999.999023,999.999023,999.999023
38_2,999.999023,999.999023,999.999023,999.999023
39_2,999.999023,999.999023,999.999023,999.999023
40_2,999.999023,999.999023,999.999023,999.999023
41_2,999.999023,999.999023,999.999023,999.999023
42_2,999.999023,999.999023,999.999023,999.999023
43_2,999.999023,999.999023,999.999023,999.999023
44_2,999.999023,999.999023,999.999023,999.999023
45_2,999.999023,999.999023,999.999023,999.999023
46_2,999.999023,999.999023,999.999023,999.999023
47_2,999.999023,999.999023,999.999023,999.999023
48_2,999.999023,999.999023,999.999023,999.999023
49_2,999.999023,999.999023,999.999023,999.999023
50_2,999.999023,999.999023,999.999023,999.999023
51_2,999.999023,999.999023,999.999023,999.999023
52_2,999.999023,999.999023,999.999023,999.999023
53_2,999.999023,999.999023,999.999023,999.999023
54_2,999.999023,999.999023,999.999023,999.999023
55_2,999.999023,999.999023,999.999023,999.999023
56_2,999.999023,999.999023,999.999023,999.999023
57_2,999.999023,999.999023,999.999023,999.999023
58_2,999.999023,999.999023,999.999023,999.999023
59_2,999.999023,999.999023,999.999023,999.999023
60_2,999.999023,999.999023,999.999023,999.999023
61_2,999.999023,999.999023,999.999023,999.999023
62_2,999.999023,999.999023,999.999023,999.999023
63_2,999.999023,999.999023,999.999023,999.999023
64_2,999.999023,999.999023,999.999023,999.999023
65_2,999.999023,999.999023,999.999023,999.999023
66_2,999.999023,999.999023,999.999023,999.999023
67_2,999.999023,999.999023,999.999023,999.999023
68_2,999.999023,999.999023,999.999023,999.999023
69_2,999.999023,999.999023,999.999023,999.999023
70_2,999.999023,999.999023,999.999023,999.999023
71_2,999.999023,999.999023,999.999023,999.999023
72_2,999.999023,999.999023,999.999023,999.999023
73_2,999.999023,999.999023,999.999023,999.999023
74_2,999.999023,999.999023,999.999023,999.999023
75_2,999.999023,999.999023,999.999023,999.999023
76_2,999.999023,999.999023,999.999023,999.999023
77_2,999.999023,999.999023,999.999023,999.999023
78_2,999.999023,999.999023,999.999023,999.999023
79_2,999.999023,999.999023,999.999023,999.999023
80_2,999.999023,999.999023,999.999023,999.999023
81_2,999.999023,999.999023,999.999023,999.999023
82_2,999.999023,999.999023,999.999023,999.999023
83_2,999.999023,999.999023,999.999023,999.999023
84_2,999.999023,999.999023,999.999023,999.999023
85_2,999.999023,999.999023,999.999023,999.999023
86_2,999.999023,999.999023,999.999023,999.999023
87_2,999.999023,999.999023,999.999023,999.999023
88_2,999.999023,999.999023,999.999023,999.999023
89_2,999.999023,999.999023,999.999023,999.999023
90_2,999.999023,999.999023,999.999023,999.999023
91_2,999.999023,999.999023,999.999023,999.999023
92_2,999.999023,999.999023,999.999023,999.999023
93_2,999.999023,999.999023,999.999023,999.999023
94_2,999.999023,999.999023,999.999023,999.999023
95_2,999.999023,999.999023,999.999023,999.999023
96_2,999.999023,999.999023,999.999023,999.999023
97_2,999.999023,999.999023,999.999023,999.999023
98_2,999.999023,999.999023,999.999023,999.999023
99_2,999.999023,999.999023,999.999023,999.999023
1_3,999.999023,999.999023,999.999023,999.999023
2_3,999.999023,999.999023,999.999023,999.999023
3_3,999.999023,999.999023,999.999023,999.999023
4_3,999.999023,999.999023,999.999023,999.999023
5_3,999.999023,999.999023,999.999023,999.999023
6_3,999.999023,999.999023,999.999023,999.999023
7_3,999.999023,999.999023,0.000000,10.000000
8_3,0.000000,0.000000,0.000000,3.292308
9_3,999.999023,999.999023,0.000000,3.292308
10_3,999.999023,999.999023,999.999023,999.999023
11_3,999.999023,999.999023,999.999023,999.999023
12_3,999.999023,999.999023,999.999023,999.999023
13_3,999.999023,999.999023,999.999023,999.999023
14_3,999.999023,999.999023,999.999023,999.999023
15_3,999.999023,999.999023,999.999023,999.999023
16_3,999.999023,999.999023,999.999023,999.999023
17_3,999.999023,999.999023,999.999023,999.999023
18_3,999.999023,999.999023,999.999023,999.999023
19_3,999.999023,999.999023,999.999023,999.999023
20_3,999.999023,999.999023,999.999023,999.999023
21_3,999.999023,999.999023,999.999023,999.999023
22_3,999.999023,999.999023,999.999023,999.999023
23_3,999.999023,999.999023,999.999023,999.999023
24_3,999.999023,999.999023,999.999023,999.999023
25_3,999.999023,999.999023,999.999023,999.999023
26_3,999.999023,999.999023,999.999023,999.999023
27_3,999.999023,999.999023,999.999023,999.999023
28_3,999.999023,999.999023,999.999023,999.999023
29_3,999.999023,999.999023,999.999023,999.999023
30_3,999.999023,999.999023,999.999023,999.999023
31_3,999.999023,999.999023,999.999023,999.999023
32_3,999.999023,999.999023,999.999023,999.999023
33_3,999.999023,999.999023,999.999023,999.999023
34_3,999.999023,999.999023,999.999023,999.999023
35_3,999.999023,999.999023,999.999023,999.999023
36_3,999.999023,999.999023,999.999023,999.999023
37_3,999.999023,999.999023,999.999023,999.999023
38_3,999.999023,999.999023,999.999023,999.999023
39_3,999.999023,999.999023,999.999023,999.999023
40_3,999.999023,999.999023,999.999023,999.999023
41_3,999.999023,999.999023,999.999023,999.999023
42_3,999.999023,999.999023,999.999023,999.999023
43_3,999.999023,999.999023,999.999023,999.999023
44_3,999.999023,999.999023,999.999023,999.999023
45_3,999.999023,999.999023,999.999023,999.999023
46_3,999.999023,999.999023,999.999023,999.999023
47_3,999.999023,999.999023,999.999023,999.999023
48_3,999.999023,999.999023,999.999023,999.999023
49_3,999.999023,999.999023,999.999023,999.999023
50_3,999.999023,999.999023,999.999023,999.999023
51_3,999.999023,999.999023,999.999023,999.999023
52_3,999.999023,999.999023,999.999023,999.999023
53_3,999.999023,999.999023,999.999023,999.999023
54_3,999.999023,999.999023,999.999023,999.999023
55_3,999.999023,999.999023,999.999023,999.999023
56_3,999.999023,999.999023,999.999023,999.999023
57_3,999.999023,999.999023,999.999023,999.999023
58_3,999.999023,999.999023,999.999023,999.999023
59_3,999.999023,999.999023,999.999023,999.999023
60_3,999.999023,999.999023,999.999023,999.999023
61_3,999.999023,999.999023,999.999023,999.999023
62_3,999.999023,999.999023,999.999023,999.999023
63_3,999.999023,999.999023,999.999023,999.999023
64_3,999.999023,999.999023,999.999023,999.999023
65_3,999.999023,999.999023,999.999023,999.999023
66_3,999.999023,999.999023,999.999023,999.999023
67_3,999.999023,999.999023,999.999023,999.999023
68_3,999.999023,999.999023,999.999023,999.999023
69_3,999.999023,999.999023,999.999023,999.999023
70_3,999.999023,999.999023,999.999023,999.999023
71_3,999.999023,999.999023,999.999023,999.999023
72_3,999.999023,999.999023,999.999023,999.999023
73_3,999.999023,999.999023,999.999023,999.999023
74_3,999.999023,999.999023,999.999023,999.999023
75_3,999.999023,999.999023,999.999023,999.999023
76_3,999.999023,999.999023,999.999023,999.999023
77_3,999.999023,999.999023,999.999023,999.999023
78_3,999.999023,999.999023,999.999023,999.999023
79_3,999.999023,999.999023,999.999023,999.999023
80_3,999.999023,999.999023,999.999023,999.999023
81_3,999.999023,999.999023,999.999023,999.999023
82_3,999.999023,999.999023,999.999023,999.999023
83_3,999.999023,999.999023,999.999023,999.999023
84_3,999.999023,999.999023,999.999023,999.999023
85_3,999.999023,999.999023,999.999023,999.999023
86_3,999.999023,999.999023,999.999023,999.999023
87_3,999.999023,999.999023,999.999023,999.999023
88_3,999.999023,999.999023,999.999023,999.999023
89_3,999.999023,999.999023,999.999023,999.999023
90_3,999.999023,999.999023,999.999023,999.999023
91_3,999.999023,999.999023,999.999023,999.999023
92_3,999.999023,999.999023,999.999023,999.999023
93_3,999.999023,999.999023,999.999023,999.999023
94_3,999.999023,999.999023,999.999023,999.999023
95_3,999.999023,999.999023,999.999023,999.999023
96_3,999.999023,999.999023,999.999023,999.999023
97_3,999.999023,999.999023,999.999023,999.999023
98_3,999.999023,999.999023,999.999023,999.999023
99_3,999.999023,999.999023,999.999023,999.999023
1_4,999.999023,999.999023,999.999023,999.999023
2_4,999.999023,999.999023,999.999023,999.999023
3_4,999.999023,999.999023,999.999023,999.999023
4_4,999.999023,999.999023,0.000000,10.000000
5_4,999.999023,999.999023,0.000000,10.000000
6_4,0.000000,0.000000,0.000000,10.000000
7_4,0.000000,0.000000,0.000000,0.400000
8_4,0.000000,0.000000,2.000000,0.400000
9_4,0.000000,0.000000,0.000000,0.400000
10_4,999.999023,999.999023,0.000000,2.992857
11_4,999.999023,999.999023,999.999023,999.999023
12_4,999.999023,999.999023,999.999023,999.999023
13_4,999.999023,999.999023,999.999023,999.999023
14_4,999.999023,999.999023,999.999023,999.999023
15_4,999.999023,999.999023,999.999023,999.999023
16_4,999.999023,999.999023,999.999023,999.999023
17_4,999.999023,999.999023,999.999023,999.999023
18_4,999.999023,999.999023,999.999023,999.999023
19_4,999.999023,999.999023,999.999023,999.999023
20_4,999.999023,999.999023,999.999023,999.999023
21_4,999.999023,999.999023,999.999023,999.999023
22_4,999.999023,999.999023,999.999023,999.999023
23_4,999.999023,999.999023,999.999023,999.999023
24_4,999.999023,999.999023,999.999023,999.999023
25_4,999.999023,999.999023,999.999023,999.999023
26_4,999.999023,999.999023,999.999023,999.999023
27_4,999.999023,999.999023,999.999023,999.999023
28_4,999.999023,999.999023,999.999023,999.999023
29_4,999.999023,999.999023,999.999023,999.999023
30_4,999.999023,999.999023,999.999023,999.999023
31_4,999.999023,999.999023,999.999023,999.999023
32_4,999.999023,999.999023,999.999023,999.999023
33_4,999.999023,999.999023,999.999023,999.999023
34_4,999.999023,999.999023,999.999023,999.999023
35_4,999.999023,999.999023,999.999023,999.999023
36_4,999.999023,999.999023,999.999023,999.999023
37_4,999.999023,999.999023,999.999023,999.999023
38_4,999.999023,999.999023,999.999023,999.999023
39_4,999.999023,999.999023,999.999023,999.999023
40_4,999.999023,999.999023,999.999023,999.999023
41_4,999.999023,999.999023,999.999023,999.999023
42_4,999.999023,999.999023,999.999023,999.999023
43_4,999.999023,999.999023,999.999023,999.999023
44_4,999.999023,999.999023,999.999023,999.999023
45_4,999.999023,999.999023,999.999023,999.999023
46_4,999.999023,999.999023,999.999023,999.999023
47_4,999.999023,999.999023,999.999023,999.999023
48_4,999.999023,999.999023,999.999023,999.999023
49_4,999.999023,999.999023,999.999023,999.999023
50_4,999.999023,999.999023,999.999023,999.999023
51_4,999.999023,999.999023,999.999023,999.999023
52_4,999.999023,999.999023,999.999023,999.999023
53_4,999.999023,999.999023,999.999023,999.999023
54_4,999.999023,999.999023,999.999023,999.999023
55_4,999.999023,999.999023,999.999023,999.999023
56_4,999.999023,999.999023,999.999023,999.999023
57_4,999.999023,999.999023,999.999023,999.999023
58_4,999.999023,999.999023,999.999023,999.999023
59_4,999.999023,999.999023,999.999023,999.999023
60_4,999.999023,999.999023,999.999023,999.999023
61_4,999.999023,999.999023,999.999023,999.999023
62_4,999.999023,999.999023,999.999023,999.999023
63_4,999.999023,999.999023,999.999023,999.999023
64_4,999.999023,999.999023,999.999023,999.999023
65_4,999.999023,999.999023,999.999023,999.999023
66_4,999.999023,999.999023,999.999023,999.999023
67_4,999.999023,999.999023,999.999023,999.999023
68_4,999.999023,999.999023,999.999023,999.999023
69_4,999.999023,999.999023,999.999023,999.999023
70_4,999.999023,999.999023,999.999023,999.999023
71_4,999.999023,999.999023,999.999023,999.999023
72_4,999.999023,999.999023,999.999023,999.999023
73_4,999.999023,999.999023,999.999023,999.999023
74_4,999.999023,999.999023,999.999023,999.999023
75_4,999.999023,999.999023,999.999023,999.999023
76_4,999.999023,999.999023,999.999023,999.999023
77_4,999.999023,999.999023,999.999023,999.999023
78_4,999.999023,999.999023,999.999023,999.999023
79_4,999.999023,999.999023,999.999023,999.999023
80_4,999.999023,999.999023,999.999023,999.999023
81_4,999.999023,999.999023,999.999023,999.999023
82_4,999.999023,999.999023,999.999023,999.999023
83_4,999.999023,999.999023,999.999023,999.999023
84_4,999.999023,999.999023,999.999023,999.999023
85_4,999.999023,999.999023,999.999023,999.999023
86_4,999.999023,999.999023,999.999023,999.999023
87_4,999.999023,999.999023,999.999023,999.999023
88_4,999.999023,999.999023,999.999023,999.999023
89_4,999.999023,999.999023,999.999023,999.999023
90_4,999.999023,999.999023,999.999023,999.999023
91_4,999.999023,999.999023,999.999023,999.999023
92_4,999.999023,999.999023,999.999023,999.999023
93_4,999.999023,999.999023,999.999023,999.999023
94_4,999.999023,999.999023,999.999023,999.999023
95_4,999.999023,999.999023,999.999023,999.999023
96_4,999.999023,999.999023,999.999023,999.999023
97_4,999.999023,999.999023,999.999023,999.999023
98_4,999.999023,999.999023,999.999023,999.999023
99_4,999.999023,999.999023,999.999023,999.999023
1_5,999.999023,999.999023,999.999023,999.999023
2_5,999.999023,999.999023,999.999023,999.999023
3_5,999.999023,999.999023,999.999023,999.999023
4_5,999.999023,999.999023,0.000000,10.000000
5_5,999.999023,999.999023,0.000000,10.000000
6_5,0.000000,0.000000,0.000000,0.657143
7_5,0.000000,0.000000,3.000000,0.400000
8_5,0.000000,0.000000,3.000000,0.400000
9_5,0.000000,0.000000,2.000000,0.400000
10_5,999.999023,999.999023,0.000000,2.733333
11_5,999.999023,999.999023,999.999023,999.999023
12_5,999.999023,999.999023,999.999023,999.999023
13_5,999.999023,999.999023,999.999023,999.999023
14_5,999.999023,999.999023,999.999023,999.999023
15_5,999.999023,999.999023,999.999023,999.999023
16_5,999.999023,999.999023,999.999023,999.999023
17_5,999.999023,999.999023,999.999023,999.999023
18_5,999.999023,999.999023,999.999023,999.999023
19_5,999.999023,999.999023,999.999023,999.999023
20_5,999.999023,999.999023,999.999023,999.999023
21_5,999.999023,999.999023,999.999023,999.999023
22_5,999.999023,999.999023,999.999023,999.999023
23_5,999.999023,999.999023,999.999023,999.999023
24_5,999.999023,999.999023,999.999023,999.999023
25_5,999.999023,999.999023,999.999023,999.999023
26_5,999.999023,999.999023,999.999023,999.999023
27_5,999.999023,999.999023,999.999023,999.999023
28_5,999.999023,999.999023,999.999023,999.999023
29_5,999.999023,999.999023,999.999023,999.999023
30_5,999.999023,999.999023,999.999023,999.999023
31_5,999.999023,999.999023,999.999023,999.999023
32_5,999.999023,999.999023,999.999023,999.999023
33_5,999.999023,999.999023,999.999023,999.999023
34_5,999.999023,999.999023,999.999023,999.999023
35_5,999.999023,999.999023,999.999023,999.999023
36_5,999.999023,999.999023,999.999023,999.999023
37_5,999.999023,999.999023,999.999023,999.999023
38_5,999.999023,999.999023,999.999023,999.999023
39_5,999.999023,999.999023,999.999023,999.999023
40_5,999.999023,999.999023,999.999023,999.999023
41_5,999.999023,999.999023,999.999023,999.999023
42_5,999.999023,999.999023,999.999023,999.999023
43_5,999.999023,999.999023,999.999023,999.999023
44_5,999.999023,999.999023,999.999023,999.999023
45_5,999.999023,999.999023,999.999023,999.999023
46_5,999.999023,999.999023,999.999023,999.999023
47_5,999.999023,999.999023,999.999023,999.999023
48_5,999.999023,999.999023,999.999023,999.999023
49_5,999.999023,999.999023,999.999023,999.999023
50_5,999.999023,999.999023,999.999023,999.999023
51_5,999.999023,999.999023,999.999023,999.999023
52_5,999.999023,999.999023,999.999023,999.999023
53_5,999.999023,999.999023,999.999023,999.999023
54_5,999.999023,999.999023,999.999023,999.999023
55_5,999.999023,999.999023,999.999023,999.999023
56_5,999.999023,999.999023,999.999023,999.999023
57_5,999.999023,999.999023,999.999023,999.999023
58_5,999.999023,999.999023,999.999023,999.999023
59_5,999.999023,999.999023,999.999023,999.999023
60_5,999.999023,999.999023,999.999023,999.999023
61_5,999.999023,999.999023,999.999023,999.999023
62_5,999.999023,999.999023,999.999023,999.999023
63_5,999.999023,999.999023,999.999023,999.999023
64_5,999.999023,999.999023,999.999023,999.999023
65_5,999.999023,999.999023,999.999023,999.999023
66_5,999.999023,999.999023,999.999023,999.999023
67_5,999.999023,999.999023,999.999023,999.999023
68_5,999.999023,999.999023,999.999023,999.999023
69_5,999.999023,999.999023,999.999023,999.999023
70_5,999.999023,999.999023,999.999023,999.999023
71_5,999.999023,999.999023,999.999023,999.999023
72_5,999.999023,999.999023,999.999023,999.999023
73_5,999.999023,999.999023,999.999023,999.999023
74_5,999.999023,999.999023,999.999023,999.999023
75_5,999.999023,999.999023,999.999023,999.999023
76_5,999.999023,999.999023,999.999023,999.999023
77_5,999.999023,999.999023,999.999023,999.999023
78_5,999.999023,999.999023,999.999023,999.999023
79_5,999.999023,999.999023,999.999023,999.999023
80_5,999.999023,999.999023,999.999023,999.999023
81_5,999.999023,999.999023,999.999023,999.999023
82_5,999.999023,999.999023,999.999023,999.999023
83_5,999.999023,999.999023,999.999023,999.999023
84_5,999.999023,999.999023,999.999023,999.999023
85_5,999.999023,999.999023,999.999023,999.999023
86_5,999.999023,999.999023,999.999023,999.999023
87_5,999.999023,999.999023,999.999023,999.999023
88_5,999.999023,999.999023,999.999023,999.999023
89_5,999.999023,999.999023,999.999023,999.999023
90_5,999.999023,999.999023,999.999023,999.999023
91_5,999.999023,999.999023,999.999023,999.999023
92_5,999.999023,999.999023,999.999023,999.999023
93_5,999.999023,999.999023,999.999023,999.999023
94_5,999.999023,999.999023,999.999023,999.999023
95_5,999.999023,999.999023,999.999023,999.999023
96_5,999.999023,999.999023,999.999023,999.999023
97_5,999.999023,999.999023,999.999023,999.999023
98_5,999.999023,999.999023,999.999023,999.999023
99_5,999.999023,999.999023,999.999023,999.999023
1_6,999.999023,999.999023,999.999023,999.999023
2_6,999.999023,999.999023,999.999023,999.999023
3_6,999.999023,999.999023,0.000000,10.000000
4_6,0.000000,0.000000,0.000000,10.000000
5_6,0.000000,0.000000,0.000000,0.400000
6_6,0.000000,0.000000,3.000000,0.400000
7_6,0.000000,0.000000,3.000000,0.400000
8_6,0.000000,0.000000,3.000000,0.400000
9_6,0.000000,0.000000,2.000000,0.400000
10_6,999.999023,999.999023,0.000000,2.733333
11_6,999.999023,999.999023,999.999023,999.999023
12_6,999.999023,999.999023,999.999023,999.999023
13_6,999.999023,999.999023,999.999023,999.999023
14_6,999.999023,999.999023,999.999023,999.999023
15_6,999.999023,999.999023,999.999023,999.999023
16_6,999.999023,999.999023,999.999023,999.999023
17_6,999.999023,999.999023,999.999023,999.999023
18_6,999.999023,999.999023,999.999023,999.999023
19_6,999.999023,999.999023,999.999023,999.999023
20_6,999.999023,999.999023,999.999023,999.999023
21_6,999.999023,999.999023,999.999023,999.999023
22_6,999.999023,999.999023,999.999023,999.999023
23_6,999.999023,999.999023,999.999023,999.999023
24_6,999.999023,999.999023,999.999023,999.999023
25_6,999.999023,999.999023,999.999023,999.999023
26_6,999.999023,999.999023,999.999023,999.999023
27_6,999.999023,999.999023,999.999023,999.999023
28_6,999.999023,999.999023,999.999023,999.999023
29_6,999.999023,999.999023,999.999023,999.999023
30_6,999.999023,999.999023,999.999023,999.999023
31_6,999.999023,999.999023,999.999023,999.999023
32_6,999.999023,999.999023,999.999023,999.999023
33_6,999.999023,999.999023,999.999023,999.999023
34_6,999.999023,999.999023,999.999023,999.999023
35_6,999.999023,999.999023,999.999023,999.999023
36_6,999.999023,999.999023,999.999023,999.999023
37_6,999.999023,999.999023,999.999023,999.999023
38_6,999.999023,999.999023,999.999023,999.999023
39_6,999.999023,999.999023,999.999023,999.999023
40_6,999.999023,999.999023,999.999023,999.999023
41_6,999.999023,999.999023,999.999023,999.999023
42_6,999.999023,999.999023,999.999023,999.999023
43_6,999.999023,999.999023,999.999023,999.999023
44_6,999.999023,999.999023,999.999023,999.999023
45_6,999.999023,999.999023,999.999023,999.999023
46_6,999.999023,999.999023,999.999023,999.999023
47_6,999.999023,999.999023,999.999023,999.999023
48_6,999.999023,999.999023,999.999023,999.999023
49_6,999.999023,999.999023,999.999023,999.999023
50_6,999.999023,999.999023,999.999023,999.999023
51_6,999.999023,999.999023,999.999023,999.999023
52_6,999.999023,999.999023,999.999023,999.999023
53_6,999.999023,999.999023,999.999023,999.999023
54_6,999.999023,999.999023,999.999023,999.999023
55_6,999.999023,999.999023,999.999023,999.999023
56_6,999.999023,999.999023,999.999023,999.999023
57_6,999.999023,999.999023,999.999023,999.999023
58_6,999.999023,999.999023,999.999023,999.999023
59_6,999.999023,999.999023,999.999023,999.999023
60_6,999.999023,999.999023,999.999023,999.999023
61_6,999.999023,999.999023,999.999023,999.999023
62_6,999.999023,999.999023,999.999023,999.999023
63_6,999.999023,999.999023,999.999023,999.999023
64_6,999.999023,999.999023,999.999023,999.999023
65_6,999.999023,999.999023,999.999023,999.999023
66_6,999.999023,999.999023,999.999023,999.999023
67_6,999.999023,999.999023,999.999023,999.999023
68_6,999.999023,999.999023,999.999023,999.999023
69_6,999.999023,999.999023,999.999023,999.999023
70_6,999.999023,999.999023,999.999023,999.999023
71_6,999.999023,999.999023,999.999023,999.999023
72_6,999.999023,999.999023,999.999023,999.999023
73_6,999.999023,999.999023,999.999023,999.999023
74_6,999.999023,999.999023,999.999023,999.999023
75_6,999.999023,999.999023,999.999023,999.999023
76_6,999.999023,999.999023,999.999023,999.999023
77_6,999.999023,999.999023,999.999023,999.999023
78_6,999.999023,999.999023,999.999023,999.999023
79_6,999.999023,999.999023,999.999023,999.999023
80_6,999.999023,999.999023,999.999023,999.999023
81_6,999.999023,999.999023,999.999023,999.999023
82_6,999.999023,999.999023,999.999023,999.999023
83_6,999.999023,999.999023,999.999023,999.999023
84_6,999.999023,999.999023,999.999023,999.999023
85_6,999.999023,999.999023,999.999023,999.999023
86_6,999.999023,999.999023,999.999023,999.999023
